11	F2_001	2749	NN	0.947178791177	0.0521678047937	0.000653404029765
11	F2_001	212208	NN	0.947178791177	0.0521678047937	0.000653404029765
11	F2_001	319154	NN	0.947178791177	0.0521678047937	0.000653404029765
11	F2_001	408092	NN	0.959691304792	0.0399585658443	0.000350129363811
11	F2_001	549062	NN	0.963901480949	0.0358316305298	0.000266888520865
11	F2_001	649955	AA	0.983697595393	0.0163023654108	3.91959701859e-08
11	F2_001	764864	NN	0.984790850993	0.0152029837057	6.16530161156e-06
11	F2_001	865848	AA	0.987784353309	0.0122156332037	1.34873381771e-08
11	F2_001	1048476	NN	0.981442236425	0.018506742388	5.1021186586e-05
11	F2_001	1188834	NN	0.967457560954	0.0323054548849	0.000236984160866
11	F2_001	1380606	NN	0.960053634175	0.0395693866809	0.00037697914395
11	F2_001	1639792	NN	0.94502751593	0.0542212269302	0.000751257140278
11	F2_001	1800232	NN	0.925589488405	0.0729915158026	0.00141899579194
11	F2_001	2019346	NN	0.919511164694	0.0788173834366	0.00167145186941
11	F2_001	2319697	NN	0.911198094079	0.0867500443831	0.0020518615377
11	F2_001	2584339	NN	0.909044203542	0.088797009331	0.00215878712711
11	F2_001	2795555	NN	0.913534352583	0.0845169306561	0.00194871676045
11	F2_001	3136142	NN	0.941359376928	0.0577573653283	0.000883257744097
11	F2_001	3444004	AA	0.997074380841	0.0029256173323	1.82694076426e-09
11	F2_001	5246799	AA	0.999394131721	0.000605868230282	4.85800651319e-11
11	F2_001	5481129	AA	0.999567837123	0.000432162838685	3.84347123861e-11
11	F2_001	5743502	AA	0.99946911516	0.000530884779201	6.03539732782e-11
11	F2_001	6164338	NN	0.998412663155	0.00158673644667	6.00397915264e-07
11	F2_001	9715268	AA	0.999696024884	0.000303975108781	7.69113969832e-12
11	F2_001	10061781	AA	0.999528644094	0.000471355905844	1.07284545147e-15
11	F2_001	10470125	NN	0.999528644094	0.000471355905844	1.07284545147e-15
11	F2_001	10794569	NN	0.999528644094	0.000471355905844	1.07284545147e-15
11	F2_001	11185806	AA	0.999528644094	0.000471355905844	1.07284545147e-15
11	F2_001	11469653	AB	0.895025326461	0.104973995979	6.77560182789e-07
11	F2_001	13544485	AA	0.96740270029	0.032597297805	1.90503315741e-09
11	F2_001	13817557	NN	0.9688316739	0.0311646439517	3.68214844245e-06
11	F2_001	14266927	NN	0.9688316739	0.0311646439517	3.68214844245e-06
11	F2_001	14594001	NN	0.969624271265	0.0303719518072	3.77692734623e-06
11	F2_001	15292534	NN	0.971498210556	0.0285017878849	1.55893726038e-09
11	F2_001	15857743	AA	0.971498210556	0.0285017878849	1.55893726038e-09
11	F2_001	16182917	NN	0.971498210556	0.0285017878849	1.55893726038e-09
11	F2_001	16545728	NN	0.952532426157	0.0474646524898	2.92135287648e-06
11	F2_001	17248640	AA	0.949835518915	0.0501644784821	2.60267947594e-09
11	F2_001	18148076	NN	0.949835518915	0.0501644784821	2.60267947594e-09
11	F2_001	18275263	NN	0.900348228247	0.0996419837166	9.7880366956e-06
11	F2_001	18493041	NN	0.739581943519	0.260416756822	1.29965887857e-06
11	F2_001	18868956	AB	0.739581943519	0.260416756822	1.29965887857e-06
11	F2_001	19879308	NN	0.770910015363	0.229089984633	3.43501123166e-12
11	F2_001	20048260	AA	0.770910015363	0.229089984633	3.43501123166e-12
11	F2_001	20513837	AA	0.770910015363	0.229089984633	3.43501123166e-12
11	F2_001	21088195	NN	0.770910015363	0.229089984633	3.43501123166e-12
11	F2_001	21288370	NN	0.647186110313	0.352563007272	0.000250882415101
11	F2_001	22948591	NN	0.531148359822	0.468375037798	0.000476602380103
11	F2_001	23162274	NN	0.265928198918	0.733397837334	0.000673963748548
11	F2_001	23394173	AB	0.022415814357	0.977547398142	3.67875013879e-05
11	F2_001	23689510	NN	0.0207926507505	0.978836528339	0.000370820910342
11	F2_001	23942186	AA	0.0199919980516	0.980007950931	5.10171277659e-08
11	F2_001	24037108	AB	0.0199919980516	0.980007950931	5.10171277659e-08
11	F2_001	25529285	NN	0.0292789471695	0.961034964454	0.00968608837646
11	F2_002	2749	BB	4.86325198721e-20	1.59725135023e-08	0.999999984027
11	F2_002	212208	BB	4.86325198721e-20	1.59725135023e-08	0.999999984027
11	F2_002	319154	BB	4.86325198721e-20	1.59725135023e-08	0.999999984027
