11	2749	0.0
11	212208	0.0
11	319154	0.00667947368961
11	408092	0.00222772046279
11	549062	0.0101977298014
11	649955	0.012485024863
11	764864	0.0195730354134
11	865848	0.00827072606921
11	1048476	0.0195317116293
11	1188834	0.0114698554496
11	1380606	0.025996683299
11	1639792	0.0436038841839
11	1800232	0.019442467973
11	2019346	0.0405952280481
11	2319697	0.0340727846692
11	2584339	0.0483882909746
11	2795555	0.0779878804788
11	3136142	0.0785987062631
11	3444004	0.027519212855
11	5246799	0.0318631334395
11	5481129	0.0416164586151
11	5743502	0.0204303927463
11	6164338	0.0269580791538
11	9715268	0.00566749645773
11	10061781	0.0
11	10470125	0.0
11	10794569	0.0
11	11185806	0.0294233229062
11	11469653	0.020382750691
11	13544485	0.00620891095661
11	13817557	0.0
11	14266927	0.00320522371526
11	14594001	0.00699974049168
11	15292534	0.0
11	15857743	0.0
11	16182917	0.0160257779139
11	16545728	0.00238092983778
11	17248640	0.0
11	18148076	0.00442816689053
11	18275263	0.0142806286156
11	18493041	0.0
11	18868956	0.0149391538277
11	19879308	0.0
11	20048260	0.0
11	20513837	0.0
11	21088195	0.00911400144283
11	21288370	0.00856658165291
11	22948591	0.0193806228683
11	23162274	0.0177910852244
11	23394173	0.0280304205281
11	23689510	0.00643531019715
11	23942186	0.0
11	24037108	0.00998122495873
11	25529285	-9955.22539421
10	3855	0.0
10	133694	0.00730859318893
10	276171	0.0215736243467
10	373327	0.011943500933
10	513472	0.0112809245337
10	602254	0.0110217052767
10	725627	0.0142099136674
10	841234	0.0122290318796
10	997797	0.00872111509303
10	1103688	0.0172317956379
10	1252267	0.0122332219717
10	1424950	0.0089243162628
10	1606457	0.0146838068636
10	1773512	0.00873180048152
10	1941143	0.0
10	2063799	0.0
10	2261690	0.0
10	2552361	0.0
10	2857484	0.0
10	3190623	0.0
10	3409664	0.0
10	3719073	0.0
10	4000577	0.0
10	4129888	0.0
10	4367806	0.0
10	4529276	0.0
10	4726595	0.0
10	4877971	0.0
10	5041205	0.0
10	5260241	0.0
10	5425890	0.0
10	5606552	0.0
10	5784959	0.0
10	6008864	0.0
10	6207518	0.0
10	6357548	0.00224762289101
10	6521626	0.0117244879552
10	6795980	0.00277308329013
10	7266442	0.0
10	7400958	0.00132972553242
10	7618790	0.0089308854749
10	7896186	0.0155031316382
10	8044893	0.00130746333165
10	8854044	0.0032042860241
10	9042833	0.00223675343993
10	9361111	0.0
10	9818717	0.0019003096654
10	10171227	0.0
10	10987149	0.000991076011161
10	11461376	0.0
10	12132108	0.00740374888564
10	12846702	0.00425832514578
10	13212151	0.0212743766027
10	13646668	0.00199719193487
10	14043427	0.0150143319239
10	14295129	0.0107131677664
10	14810232	0.0121882055838
10	15168033	0.0147681366215
10	15512339	0.0137806324364
10	15735254	0.0128610228775
10	15952298	0.0400377191527
10	16122150	0.0394079096271
10	16431022	0.0391661988608
10	16742031	0.0699070257401
10	17184512	0.0
