2	F2_001	20005	NN	0.00293717895001	0.994126539878	0.00293628117209
2	F2_001	194699	AB	0.000415757274373	0.999169387799	0.000414854926917
2	F2_001	263359	NN	0.000511364210022	0.998978522537	0.000510113252949
2	F2_001	395711	AB	2.105634118e-05	0.999961849479	1.70941798973e-05
2	F2_001	533521	NN	0.000199510499056	0.999690289507	0.000110199993705
2	F2_001	693630	AB	0.000125793269724	0.99987126773	2.93900002301e-06
2	F2_001	772944	AA	0.0024394387924	0.997551516568	9.04463973244e-06
2	F2_001	919164	NN	0.00199007445598	0.828579724157	0.169430201387
2	F2_001	1080101	NN	0.00146291152037	0.66465456435	0.33388252413
2	F2_001	1198783	NN	0.000912381107078	0.498055925671	0.501031693222
2	F2_001	1390070	NN	0.000288547862109	0.275741158868	0.72397029327
2	F2_001	1580582	BB	4.7412621099e-08	0.105820260183	0.894179692404
2	F2_001	1663908	NN	3.67499249985e-05	0.0841355424208	0.915827707654
2	F2_001	1872091	NN	4.10031135674e-05	0.0672709058405	0.932688091046
2	F2_001	2021114	NN	1.06655685609e-06	0.00773220306028	0.992266730383
2	F2_001	2164922	BB	2.05120168285e-10	0.00324935465245	0.996750645142
2	F2_001	2325060	NN	8.93225614466e-08	0.00194840117621	0.998051509501
2	F2_001	2466736	BB	1.89131546255e-12	0.000219075481142	0.999780924517
2	F2_001	2625199	BB	5.30740511579e-13	6.97785146362e-05	0.999930221485
2	F2_001	2724289	BB	1.04863203452e-12	7.02781629418e-05	0.999929721836
2	F2_001	2956167	BB	1.64342491294e-13	2.90438252863e-05	0.999970956175
2	F2_001	3077753	BB	1.2012639622e-13	2.58090736656e-05	0.999974190926
2	F2_001	3240883	BB	3.13518552448e-12	0.000120477473362	0.999879522524
2	F2_001	3373597	BB	1.93345348852e-14	9.70573511659e-06	0.999990294265
2	F2_001	3783116	BB	4.25216438472e-16	2.6232026189e-06	0.999997376797
2	F2_001	3920117	BB	1.60698331748e-15	2.83261274965e-06	0.999997167387
2	F2_001	4151805	BB	1.19812758899e-14	7.45708294496e-06	0.999992542917
2	F2_001	4600893	BB	4.45167275124e-15	4.58523161599e-06	0.999995414768
2	F2_001	4724644	BB	1.2896339358e-18	2.68622495413e-06	0.999997313775
2	F2_001	4852618	BB	1.2896339358e-18	2.68622495413e-06	0.999997313775
2	F2_001	4954496	BB	3.23638379244e-12	0.000122253361703	0.999877746635
2	F2_001	5322687	BB	9.87185564217e-24	2.49859426651e-07	0.999999750141
2	F2_001	5643518	BB	9.87185564217e-24	2.49859426651e-07	0.999999750141
2	F2_001	5897728	BB	9.87185564217e-24	2.49859426651e-07	0.999999750141
2	F2_001	6073904	BB	7.94839520092e-16	1.94578170771e-06	0.999998054218
2	F2_001	6503836	BB	4.97033941649e-16	1.55262185314e-06	0.999998447378
2	F2_001	6838657	BB	6.89275182373e-21	1.96214910411e-07	0.999999803785
2	F2_001	7583233	BB	6.89275182373e-21	1.96214910411e-07	0.999999803785
2	F2_001	7776216	BB	7.64646460314e-16	1.87968832679e-06	0.999998120312
2	F2_001	8105536	BB	2.75452601428e-21	1.23735108809e-07	0.999999876265
2	F2_001	8654766	BB	2.75452601428e-21	1.23735108809e-07	0.999999876265
2	F2_001	9059856	BB	3.97687689452e-17	4.30375433765e-07	0.999999569625
